Complaint_ID,Date_Received,Product_Name,Product,Issue,Company,State_Name,Portals,Company_Response_to_Consumer,Timely_Response
536550,9/20/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Bank of America,AZ,Phone,Closed with explanation,Yes
536561,9/20/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,Santander Consumer USA Holdings Inc,AR,Web,Closed with explanation,Yes
502007,8/28/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Dovenmuehle Mortgage Inc.,NJ,Postal mail,Closed with explanation,No
531812,9/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,"EOS Holdings, Inc.",TX,Web,Closed with explanation,Yes
521924,9/10/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,"Platinum Holdings Group, LLC",TN,Web,Closed with explanation,No
550633,10/2/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",VA,Postal mail,Closed with explanation,Yes
506192,8/28/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Bank of America,FL,Web,Closed with explanation,Yes
531814,9/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,"Diversified Consultants, Inc.",IL,Web,Closed with explanation,Yes
515686,9/5/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Referral,Closed with explanation,Yes
559076,10/15/2013,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",Bank of America,CA,Postal mail,Closed with explanation,Yes
530196,9/17/2013,Credit reporting,,Incorrect information on credit report,Experian,IL,Postal mail,Closed with non-monetary relief,Yes
515760,9/5/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Allied Interstate LLC,OH,Web,Closed with non-monetary relief,Yes
536569,9/20/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Bank of America,CA,Web,Closed with explanation,Yes
521935,9/10/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",Bank of America,CA,Postal mail,Closed with explanation,Yes
551232,10/2/2013,Bank account or service,Checking account,"Account opening, closing, or management",Citibank,VT,Postal mail,Closed with explanation,Yes
506260,8/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,"Unique Management Services, Inc",WA,Referral,Closed with explanation,Yes
536576,9/20/2013,Debt collection,Medical,Disclosure verification of debt,"California Business Bureau, Inc.",CA,Web,Closed with explanation,Yes
506206,8/28/2013,Bank account or service,Checking account,"Account opening, closing, or management",Bank of America,FL,Referral,Closed with explanation,Yes
521945,9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Bonded Adjustment Company,WA,Phone,Closed with explanation,No
530192,9/17/2013,Debt collection,Credit card,Communication tactics,Synchrony Financial,IN,Phone,Closed with explanation,Yes
530211,9/17/2013,Bank account or service,Checking account,Deposits and withdrawals,Wells Fargo & Company,MT,Web,Closed with monetary relief,Yes
506211,8/28/2013,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",KY,Web,Closed with explanation,Yes
520943,9/10/2013,Credit card,,Credit card protection / Debt protection,Capital One,TX,Web,Closed with monetary relief,Yes
506205,8/28/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account","Citizens Financial Group, Inc.",AZ,Postal mail,Closed with explanation,Yes
544857,9/26/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",BBVA Compass,TX,Referral,Closed with explanation,Yes
536597,9/20/2013,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,JPMorgan Chase & Co.,CO,Web,Closed with explanation,Yes
550670,10/2/2013,Credit reporting,,Incorrect information on credit report,Equifax,NJ,Referral,Closed with explanation,Yes
544858,9/26/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Frost Bank,TX,Referral,Closed with explanation,Yes
543514,9/26/2013,Credit card,,Billing disputes,JPMorgan Chase & Co.,OH,Phone,Closed with monetary relief,Yes
536598,9/20/2013,Debt collection,Credit card,Communication tactics,Citibank,TX,Web,Closed with explanation,Yes
536599,9/20/2013,Bank account or service,Savings account,"Account opening, closing, or management",Wells Fargo & Company,CA,Web,Closed with monetary relief,Yes
536605,9/20/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,NY,Web,Closed with explanation,Yes
550615,10/2/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Wells Fargo & Company,AK,Web,Closed with explanation,Yes
559151,10/15/2013,Credit reporting,,Credit reporting company's investigation,"TransUnion Intermediate Holdings, Inc.",TX,Postal mail,Closed with explanation,Yes
521967,9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,"LTD Financial Services, L.P.",MO,Web,Closed with explanation,Yes
536506,9/20/2013,Bank account or service,Checking account,Problems caused by my funds being low,Capital One,MD,Web,Closed with monetary relief,Yes
531712,9/17/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Encore Capital Group,FL,Fax,Closed with non-monetary relief,Yes
559153,10/15/2013,Credit reporting,,Credit reporting company's investigation,Equifax,TX,Postal mail,Closed with explanation,Yes
537728,9/20/2013,Bank account or service,Checking account,Deposits and withdrawals,JPMorgan Chase & Co.,TX,Web,Closed with monetary relief,Yes
558912,10/15/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Ocwen,OR,Fax,Closed with explanation,Yes
506237,8/28/2013,Credit card,,APR or interest rate,Citibank,FL,Web,Closed with monetary relief,Yes
506240,8/28/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",PNC Bank N.A.,OH,Web,Closed with explanation,Yes
543670,9/26/2013,Credit reporting,,Credit reporting company's investigation,Experian,UT,Web,Closed with explanation,Yes
530251,9/17/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,VA,Web,Closed with explanation,Yes
515814,9/5/2013,Credit card,,Cash advance,JPMorgan Chase & Co.,LA,Web,Closed with non-monetary relief,Yes
521988,9/10/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase & Co.,NY,Web,Closed with explanation,Yes
515813,9/5/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Nationstar Mortgage,AZ,Web,Closed with explanation,Yes
521991,9/10/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",WI,Web,Closed with explanation,Yes
536630,9/20/2013,Credit card,,Identity theft / Fraud / Embezzlement,Discover,AZ,Web,Closed with explanation,Yes
543539,9/26/2013,Credit card,,Closing/Cancelling account,Citibank,IL,Web,Closed with explanation,Yes
515831,9/5/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Sallie Mae,LA,Web,Closed with explanation,Yes
531713,9/17/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",Capital One,FL,Fax,Closed with explanation,Yes
559625,10/15/2013,Money transfers,International money transfer,Fraud or scam,Citibank,,Web,Closed with monetary relief,Yes
515779,9/5/2013,Debt collection,Medical,Cont'd attempts collect debt not owed,"MedShield, Inc.",IN,Phone,Closed with explanation,Yes
530260,9/17/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Bank of America,PA,Referral,Closed with explanation,Yes
559227,10/15/2013,Credit card,,Billing disputes,Bank of America,NY,Referral,Closed with explanation,Yes
550710,10/2/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,JPMorgan Chase & Co.,MI,Web,Closed with explanation,Yes
514988,9/5/2013,Credit card,,Closing/Cancelling account,Navy FCU,MD,Web,Closed with explanation,Yes
522007,9/10/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,JPMorgan Chase & Co.,FL,Web,Closed with explanation,Yes
522008,9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Convergent Resources, Inc.",TN,Web,Closed with explanation,Yes
536648,9/20/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",U.S. Bancorp,CO,Web,Closed with non-monetary relief,Yes
506276,8/28/2013,Credit reporting,,Incorrect information on credit report,Experian,PA,Web,Closed with non-monetary relief,Yes
545173,9/27/2013,Mortgage,Other mortgage,Settlement process and costs,Bank of America,FL,Web,Closed with non-monetary relief,Yes
559325,10/15/2013,Bank account or service,Checking account,"Account opening, closing, or management",JPMorgan Chase & Co.,CA,Referral,Closed with explanation,Yes
543552,9/26/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,MI,Web,Closed with explanation,Yes
530271,9/17/2013,Credit card,,Overlimit fee,Capital One,AZ,Web,Closed with monetary relief,Yes
530272,9/17/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,WI,Web,Closed with explanation,Yes
506279,8/28/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",CA,Referral,Closed with explanation,Yes
543559,9/26/2013,Credit card,,Identity theft / Fraud / Embezzlement,Wells Fargo & Company,NJ,Referral,Closed with explanation,Yes
531701,9/17/2013,Credit reporting,,Incorrect information on credit report,Equifax,TX,Postal mail,Closed with explanation,Yes
559273,10/15/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",New York Community Bank,NY,Referral,Closed with explanation,Yes
530292,9/17/2013,Student loan,Non-federal student loan,Repaying your loan,"Weltman, Weinberg & Reis",IL,Web,Closed with explanation,Yes
550341,10/2/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Citibank,FL,Web,Closed with explanation,Yes
550742,10/2/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Bank of America,GA,Referral,Closed with explanation,Yes
521230,9/10/2013,Credit reporting,,Incorrect information on credit report,Equifax,MD,Postal mail,Closed with explanation,Yes
522032,9/10/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Encore Capital Group,NY,Web,Closed with non-monetary relief,Yes
516231,9/5/2013,Credit card,,Other,Capital One,NY,Referral,Closed with explanation,Yes
530097,9/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,TX,Phone,Closed with explanation,Yes
515887,9/5/2013,Credit reporting,,Credit reporting company's investigation,Experian,GA,Web,Closed with non-monetary relief,Yes
550271,10/2/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,FL,Fax,Closed with explanation,Yes
536682,9/20/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",JPMorgan Chase & Co.,AL,Web,Closed with explanation,Yes
515890,9/5/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",CIT Bank National Association,NJ,Web,Closed with explanation,Yes
536718,9/20/2013,Bank account or service,Checking account,Deposits and withdrawals,JPMorgan Chase & Co.,NY,Phone,Closed with explanation,Yes
558881,10/15/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,PA,Web,Closed with explanation,Yes
506325,8/28/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",Ocwen,NJ,Web,Closed with explanation,Yes
550620,10/2/2013,Mortgage,FHA mortgage,Settlement process and costs,U.S. Bancorp,NY,Web,Closed with explanation,Yes
515903,9/5/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,NY,Web,Closed with non-monetary relief,Yes
522059,9/10/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,FL,Web,Closed with explanation,Yes
522060,9/10/2013,Bank account or service,Checking account,Deposits and withdrawals,Wells Fargo & Company,TX,Web,Closed with explanation,Yes
521994,9/10/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure","Portfolio Recovery Associates, Inc.",GA,Referral,Closed with non-monetary relief,Yes
530321,9/17/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ocwen,TX,Web,Closed with explanation,Yes
506337,8/28/2013,Credit reporting,,Incorrect information on credit report,Equifax,TX,Postal mail,Closed with explanation,Yes
530335,9/17/2013,Credit reporting,,Incorrect information on credit report,Experian,CA,Postal mail,Closed with non-monetary relief,Yes
543159,9/26/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Dovenmuehle Mortgage Inc.,SC,Fax,Closed with explanation,Yes
506336,8/28/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",PR,Postal mail,Closed with explanation,Yes
550868,10/2/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,WA,Referral,Closed with explanation,Yes
544576,9/26/2013,Credit reporting,,Incorrect information on credit report,Equifax,FL,Web,Closed with non-monetary relief,Yes
515912,9/5/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",U.S. Bancorp,OH,Phone,Closed with explanation,Yes
531828,9/17/2013,Credit reporting,,Credit reporting company's investigation,Experian,TX,Web,Closed with explanation,Yes
530356,9/17/2013,Debt collection,I do not know,Improper contact or sharing of info,"Expert Global Solutions, Inc.",NJ,Web,Closed with explanation,Yes
530336,9/17/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",CA,Postal mail,Closed with explanation,Yes
543628,9/26/2013,Bank account or service,Checking account,"Account opening, closing, or management",Bank of America,VA,Phone,Closed with explanation,Yes
506345,8/28/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Ocwen,NJ,Phone,Closed with explanation,Yes
559277,10/15/2013,Credit reporting,,Incorrect information on credit report,Experian,KS,Postal mail,Closed with non-monetary relief,Yes
559294,10/15/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",CIT Bank National Association,CA,Web,Closed with explanation,Yes
515920,9/5/2013,Bank account or service,Savings account,Deposits and withdrawals,Capital One,CA,Web,Closed with explanation,Yes
550891,10/2/2013,Bank account or service,Savings account,Deposits and withdrawals,HSBC North America Holdings Inc.,WA,Referral,Closed,Yes
558925,10/15/2013,Bank account or service,Checking account,"Account opening, closing, or management",JPMorgan Chase & Co.,NY,Web,Closed with explanation,Yes
543636,9/26/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",MO,Web,Closed with non-monetary relief,Yes
543641,9/26/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,"Byrider Franchising, LLC",TX,Phone,Closed with explanation,Yes
544939,9/26/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase & Co.,DE,Postal mail,Closed with explanation,Yes
536665,9/20/2013,Debt collection,I do not know,Communication tactics,"Rubin & Rothman, LLC",NY,Referral,Closed with non-monetary relief,Yes
521324,9/10/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,Wells Fargo & Company,VA,Web,Closed with explanation,Yes
551238,10/2/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Alorica Inc.,CO,Postal mail,Closed with explanation,Yes
802061,4/10/2014,Credit card,,Billing disputes,Citibank,WI,Referral,Closed with explanation,Yes
550302,10/2/2013,Credit reporting,,Incorrect information on credit report,Experian,TX,Postal mail,Closed with non-monetary relief,Yes
550789,10/2/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",AL,Referral,Closed with explanation,Yes
559155,10/15/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",Capital One,TX,Postal mail,Closed with explanation,Yes
506338,8/28/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Postal mail,Closed with explanation,Yes
559306,10/15/2013,Credit card,,Credit line increase/decrease,Citibank,RI,Postal mail,Closed with monetary relief,Yes
559308,10/15/2013,Money transfers,Domestic (US) money transfer,Fraud or scam,MoneyGram,MD,Web,Closed with explanation,Yes
550908,10/2/2013,Bank account or service,Checking account,"Account opening, closing, or management",Capital One,TX,Referral,Closed with explanation,Yes
550804,10/2/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,"Sharinn & Lipshie, P.C.",NY,Referral,Closed with explanation,Yes
559407,10/15/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,WV,Referral,Closed with explanation,Yes
533270,9/17/2013,Credit reporting,,Incorrect information on credit report,Equifax,WA,Web,Closed with non-monetary relief,Yes
537284,9/20/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Web,Closed with explanation,Yes
536756,9/20/2013,Credit reporting,,Incorrect information on credit report,Equifax,TX,Postal mail,Closed,Yes
506376,8/28/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,"Dynamic Recovery Solutions, LLC",PA,Referral,Closed with explanation,Yes
514911,9/5/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,NY,Referral,Closed with explanation,Yes
530305,9/17/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Nationstar Mortgage,NJ,Web,Closed with explanation,Yes
506380,8/28/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",CA,Referral,Closed with explanation,Yes
536765,9/20/2013,Credit reporting,,Credit monitoring or identity protection,Experian,SC,Web,Closed with non-monetary relief,Yes
536769,9/20/2013,Credit card,,Credit card protection / Debt protection,JPMorgan Chase & Co.,NJ,Web,Closed with explanation,Yes
530385,9/17/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",Ditech Financial LLC,MO,Web,Closed with explanation,Yes
522649,9/10/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure","Select Portfolio Servicing, Inc",CA,Postal mail,Closed with explanation,Yes
506403,8/28/2013,Credit reporting,,Incorrect information on credit report,Experian,GA,Referral,Closed with explanation,Yes
531400,9/17/2013,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase & Co.,LA,Web,Closed with explanation,Yes
530394,9/17/2013,Bank account or service,Other bank product/service,"Account opening, closing, or management",PNC Bank N.A.,NY,Phone,Closed with non-monetary relief,Yes
506768,8/28/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",HSBC North America Holdings Inc.,FL,Referral,Closed with explanation,Yes
536792,9/20/2013,Student loan,Non-federal student loan,Repaying your loan,MEFA,MA,Web,Closed with explanation,Yes
530108,9/17/2013,Credit reporting,,Credit reporting company's investigation,Factual Data,OH,Web,Closed with explanation,Yes
530398,9/17/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",CA,Web,Closed with explanation,Yes
536763,9/20/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Bank of America,GA,Fax,Closed with explanation,Yes
550846,10/2/2013,Credit card,,Billing disputes,U.S. Bancorp,NC,Web,Closed with explanation,Yes
558841,10/15/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"NRA Group, LLC",NY,Web,Closed with explanation,Yes
522128,9/10/2013,Credit card,,Identity theft / Fraud / Embezzlement,JPMorgan Chase & Co.,OR,Phone,Closed with explanation,Yes
559604,10/15/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ocwen,CA,Web,Closed with explanation,Yes
507827,8/28/2013,Bank account or service,Savings account,Deposits and withdrawals,JPMorgan Chase & Co.,OR,Referral,Closed with explanation,Yes
536812,9/20/2013,Debt collection,Credit card,Communication tactics,JPMorgan Chase & Co.,FL,Phone,Closed with explanation,Yes
543689,9/26/2013,Credit card,,Credit card protection / Debt protection,Amex,CA,Web,Closed with explanation,Yes
521305,9/10/2013,Debt collection,I do not know,Disclosure verification of debt,HSBC North America Holdings Inc.,CA,Web,Closed,Yes
559348,10/15/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account","Bayview Loan Servicing, LLC",CA,Web,Closed with explanation,Yes
506425,8/28/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,FL,Postal mail,Closed with explanation,Yes
536815,9/20/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",Ocwen,MD,Referral,Closed with explanation,Yes
559351,10/15/2013,Credit reporting,,Unable to get credit report/credit score,Experian,NY,Web,Closed with explanation,Yes
531834,9/17/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Wells Fargo & Company,AZ,Web,Closed with explanation,Yes
515812,9/5/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account","Seterus, Inc.",MA,Web,Closed with explanation,Yes
543694,9/26/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Southern Management Corp,TN,Web,Closed with explanation,Yes
551220,10/2/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,"Fidelity National Financial, Inc",MD,Web,Closed with explanation,Yes
506434,8/28/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Bank of America,NY,Web,Closed with explanation,Yes
506435,8/28/2013,Debt collection,Auto,Disclosure verification of debt,"NRA Group, LLC",IA,Referral,Closed with non-monetary relief,Yes
536705,9/20/2013,Bank account or service,Checking account,Problems caused by my funds being low,Wells Fargo & Company,CA,Web,Closed with explanation,Yes
520849,9/10/2013,Debt collection,I do not know,False statements or representation,Resurgent Capital Services L.P.,MI,Web,Closed with explanation,Yes
559359,10/15/2013,Student loan,Non-federal student loan,Repaying your loan,Sallie Mae,TX,Web,Closed with monetary relief,Yes
531835,9/17/2013,Credit reporting,,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",CA,Web,Closed with non-monetary relief,Yes
536824,9/20/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,"Platinum Holdings Group, LLC",GA,Web,Closed,No
550865,10/2/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Bank of America,OR,Web,Closed with explanation,Yes
516713,9/5/2013,Bank account or service,Checking account,Deposits and withdrawals,U.S. Bancorp,CA,Referral,Closed with monetary relief,Yes
506450,8/28/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,MS,Phone,Closed with explanation,Yes
543144,9/26/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,Citibank,NY,Web,Closed with explanation,Yes
515973,9/5/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,FL,Referral,Closed with explanation,Yes
516011,9/5/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Citibank,FL,Web,Closed with explanation,Yes
521278,9/10/2013,Credit reporting,,Incorrect information on credit report,Equifax,TX,Web,Closed with non-monetary relief,Yes
516013,9/5/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,CA,Web,Closed with explanation,Yes
515621,9/5/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,NY,Web,Closed with explanation,Yes
522165,9/10/2013,Bank account or service,Other bank product/service,Using a debit or ATM card,Flagstar Bank,MI,Web,Closed with explanation,Yes
543716,9/26/2013,Credit card,,Closing/Cancelling account,Citibank,NJ,Phone,Closed with explanation,Yes
551037,10/2/2013,Mortgage,Other mortgage,Settlement process and costs,JPMorgan Chase & Co.,MD,Web,Closed with explanation,Yes
522163,9/10/2013,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,"United Collection Bureau, Inc.",OH,Web,Closed with explanation,Yes
530453,9/17/2013,Credit card,,Billing disputes,Santander Bank US,CT,Phone,Closed,Yes
506470,8/28/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account","Select Portfolio Servicing, Inc",CA,Web,Closed with explanation,Yes
516022,9/5/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,CA,Web,Closed with explanation,Yes
550364,10/2/2013,Credit reporting,,Credit monitoring or identity protection,"Fidelity National Information Services, Inc. (FNIS)",CA,Web,Closed with explanation,Yes
559855,10/15/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Wells Fargo & Company,SC,Postal mail,Closed with explanation,Yes
536848,9/20/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,FL,Web,Closed with explanation,Yes
536851,9/20/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Capital One,CA,Web,Closed with explanation,Yes
559389,10/15/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker","Aspire Financial, Inc.",TX,Web,Closed with monetary relief,Yes
535636,9/20/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,WV,Referral,Closed with explanation,Yes
550324,10/2/2013,Credit reporting,,Incorrect information on credit report,Experian,LA,Web,Closed with explanation,Yes
522181,9/10/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account","Citizens Financial Group, Inc.",CA,Web,Closed with explanation,Yes
543739,9/26/2013,Credit reporting,,Unable to get credit report/credit score,"TransUnion Intermediate Holdings, Inc.",TX,Web,Closed with non-monetary relief,Yes
551065,10/2/2013,Credit card,,Identity theft / Fraud / Embezzlement,Synchrony Financial,FL,Web,Closed with explanation,Yes
506485,8/28/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Convergent Resources, Inc.",CA,Referral,Closed with explanation,Yes
507949,8/28/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,,Referral,Closed with explanation,Yes
536866,9/20/2013,Bank account or service,Checking account,Deposits and withdrawals,Frost Bank,TX,Referral,Closed with monetary relief,Yes
516719,9/5/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,CA,Phone,Closed with explanation,Yes
536871,9/20/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,CA,Referral,Closed with explanation,Yes
536872,9/20/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure","Caliber Home Loans, Inc",FL,Referral,Closed with explanation,Yes
530487,9/17/2013,Debt collection,Credit card,Communication tactics,Encore Capital Group,FL,Phone,Closed with explanation,Yes
536878,9/20/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,NY,Referral,Closed with explanation,Yes
550910,10/2/2013,Bank account or service,Checking account,"Account opening, closing, or management",JPMorgan Chase & Co.,CA,Phone,Closed with explanation,Yes
537598,9/20/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",Ocwen,DC,Referral,Closed with explanation,Yes
543754,9/26/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",PNC Bank N.A.,IL,Referral,Closed with explanation,Yes
559412,10/15/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,NY,Postal mail,Closed with explanation,Yes
537345,9/20/2013,Credit card,,Closing/Cancelling account,Wells Fargo & Company,CA,Web,Closed with explanation,Yes
535613,9/20/2013,Debt collection,I do not know,Improper contact or sharing of info,Synchrony Financial,CO,Web,Closed with non-monetary relief,Yes
550917,10/2/2013,Debt collection,Mortgage,Disclosure verification of debt,Ocwen,FL,Referral,Closed with explanation,Yes
550918,10/2/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,Hyundai Capital America,MO,Phone,Closed with explanation,Yes
550919,10/2/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,CA,Web,Closed with explanation,Yes
550920,10/2/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,LA,Web,Closed with explanation,Yes
506510,8/28/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Resurgent Capital Services L.P.,TX,Referral,Closed with explanation,Yes
